tweet_id,file_name,label,statement,clean_text,only_text,tokenized_tweet,new_lemmatized_tweet,subject,speaker,contexts,justification,job,affiliations,credits_0,credits_1,credits_2,credits_3,credits_4,posemo,negemo,combined,neutral,is_fake
1327,6408.json,true,"As president, Barack Obama has never visited Israel.",as president barack obama has never visited israel,president barack obama never visited israel,<generator object tweet_to_words at 0x000000416A042F20>,president barack obama never visit israel,"israel,message-machine-2012",mitt-romney,a campaign ad,Former Jets star running back Curtis Martin said he once played a game in 15 inches of snow. This is one of those stories that gets more unbelievable as the years pass.,Former governor,republican,34.0,32.0,58.0,33.0,19.0,0,0,0,6,0
1375,5494.json,true,Says the proposed fiscal year 2013 budget is still below the level of state spending when I took office.,says the proposed fiscal year 2013 budget is still below the level of state spending when i took office,says proposed fiscal year 2013 budget still level state spending took office,<generator object tweet_to_words at 0x000000416D3B54A0>,say propose fiscal year budget still level state spending take office,state-budget,chris-christie,his budget speech,"Cooper said North Carolina ""has fallen to 41st in teacher pay"" under Gov. North Carolina has risen to 41st in teacher pay since McCrory entered office.",Governor of New Jersey,republican,10.0,17.0,27.0,19.0,8.0,0,0,0,12,0
1413,3683.json,false,"Says the Internal Revenue Service estimated it must hire 16,500 agents at a cost of $10 billion to the taxpayer to enforce the federal health care overhaul.",says the internal revenue service estimated it must hire 16500 agents at a cost of $10 billion to the taxpayer to enforce the federal health care overhaul,says internal revenue service estimated must hire 16500 agents cost $10 billion taxpayer enforce federal health care overhaul,<generator object tweet_to_words at 0x000000416D3DE580>,say internal revenue service estimate hire agent cost taxpayer enforce federal health care overhaul,"health-care,taxes",saxby-chambliss,a letter to a constituent,"Udalls ad said Gardner ""championed an eight-year crusade to outlaw birth control here in Colorado. ""Gardner also voted against a bill that would have legally protected birth control. Still, the effort is probably more accurately described as a crusade against abortion than against birth control, and ""championed"" is also a strong word to describe Gardners role, since it implies that he was a leader in the cause. Udalls ad is partially accurate but leaves out important details.",U.S. Senator,republican,1.0,1.0,3.0,4.0,1.0,0,0,0,18,1
1490,4633.json,false,The 9-9-9 plan does not raise taxes on those that are making the least.,the 9-9-9 plan does not raise taxes on those that are making the least,9-9-9 plan raise taxes making least,<generator object tweet_to_words at 0x000000416D3C97B0>,plan raise taxis make least,"poverty,taxes",herman-cain,a debate in Las Vegas,"But even these numbers are open to interpretation. Overall, Wans statement is probably accurate, but it needs a lot of context.",0,republican,4.0,11.0,5.0,3.0,3.0,0,0,0,6,1
1497,3574.json,false,Says the federal government borrows almost $60 billion per week.,says the federal government borrows almost $60 billion per week,says federal government borrows almost $60 billion per week,<generator object tweet_to_words at 0x000000416D3C9AC0>,say federal government borrow almost week,"deficit,federal-budget",paul-broun,a speech before Congress,"Scott delegated oversight of the education summit to his education commissioner, and other members of his team also attended. Still, Crist is right on the facts: Scott steered clear of one summit that week and made a speech at another laced with politics and connections to the tea party movement.",Congressman,republican,4.0,8.0,3.0,2.0,1.0,0,0,0,9,1
1548,2206.json,mostly-true,The state budget has gone up over 80 percent under Rick Perry.,the state budget has gone up over 80 percent under rick perry,state budget gone 80 percent rick perry,<generator object tweet_to_words at 0x000000416D3C3190>,state budget go percent rick perry,state-budget,bill-white,a TV interview.,"Many internal memos were destroyed after the games ended. Our Ruling    The ad from Priorities USA Action says Romney had the Olympic uniforms made in Burma. The torch bearer uniforms, perhaps more than 11,000 of them, were made in Burma, but thats not all the uniforms used in the games, particularly for the athletes, as the visuals in the ad suggest.",Former mayor of Houston,democrat,2.0,3.0,5.0,7.0,3.0,0,0,0,7,0
1554,11275.json,true,The State of Texas is funding womens health services at historically high levels; they just increased their level another $50 million for the next two years.,the state of texas is funding womens health services at historically high levels; they just increased their level another $50 million for the next two years,state texas funding womens health services historically high levels; increased level another $50 million next two years,<generator object tweet_to_words at 0x000000416D3C3430>,state texas funding women health service historically high level increase level next year,"abortion,health-care,state-budget,state-finances,women",joe-pojman,addressing a rally outside the Texas Capitol,"Sanders supporters are free to disagree with analysis by journalists and pundits of who won the Democratic debate. What isnt up for debate, however, is the fact that CNN did not delete its poll of Facebook users, who overwhelmingly said Sanders won the debate. Its still on a Facebook page managed by CNN. We've updated this fact-check to account for some of the issues we've heard from users about opening the links.","executive director, Texas Alliance for Life",republican,0.0,0.0,0.0,0.0,0.0,0,0,0,17,0
1597,3162.json,false,"Despite claims that you can keep the health care plan you like, the Obama Administration has predicted that as many as 7 out of 10 Americans with employer-provided health coverage could lose their current health plan.",despite claims that you can keep the health care plan you like the obama administration has predicted that as many as 7 out of 10 americans with employer-provided health coverage could lose their current health plan,despite claims keep health care plan like obama administration predicted many 7 10 americans employer-provided health coverage could lose current health plan,<generator object tweet_to_words at 0x000000416D3C1740>,claim keep health care plan obama administration predict many american health coverage lose current health plan,"health-care,workers",blake-farenthold,an op-ed,"Testa also said it was just the opposite when the state enacted its sales tax. On a national basis, the goods purchases didnt account for two-thirds of total consumption in 1935, but it was a significant majority. And the numbers support Testas overarching point that the economy has changed significantly since then to be a service dominated market.",U.S. Representative,republican,0.0,1.0,0.0,0.0,0.0,1,1,2,20,1
1599,5805.json,false,"In my years in the State Legislature, I have never voted for a tax increase.",in my years in the state legislature i have never voted for a tax increase,years state legislature never voted tax increase,<generator object tweet_to_words at 0x000000416D3C1820>,year state legislature never vote tax increase,"message-machine-2012,taxes",joseph-kyrillos,a blog post on his campaign website,"Reeds overall point was that the political divide between he and Deal has closed. Based on their history of delivering economic development projects for the city and state, that statement is correct.",State Senator,republican,3.0,3.0,2.0,2.0,1.0,0,0,0,7,1
1614,8438.json,false,"Says under President Barack Obama, the debt increased by 23 percent, which was less than under any president going back to Ronald Reagan.",says under president barack obama the debt increased by 23 percent which was less than under any president going back to ronald reagan,says president barack obama debt increased 23 percent less president going back ronald reagan,<generator object tweet_to_words at 0x000000416D3C1EB0>,say president barack obama debt increase percent less president go back ronald reagan,"debt,history,pundits",tom-colicchio,a tweet,"Aware of the state's shortcomings in health care services, Texas legislators allocated $55 million in 2009 to be distributed during the next year (half of it has been already) to expand services at local mental health centers, and through August this year, community mental health centers will receive another $341. 8 million in state money through the Department of State Health Services. Twitter sometimes leads to clunky writing because items are limited to 140 characters per tweet. In this case, though, Katz sliced information to give it more impact. Sure, he was only off by one state, but that was the difference between Texas ranking last and not, an important detail when you're showing Texas' rank in ALL CAPS.",Restauranteur,none,0.0,1.0,0.0,0.0,0.0,0,1,1,13,1
1662,13283.json,true,Says Warren Buffett has publicly said his secretary should not be paying a higher tax rate than him.,says warren buffett has publicly said his secretary should not be paying a higher tax rate than him,says warren buffett publicly said secretary paying higher tax rate,<generator object tweet_to_words at 0x000000416D3AA430>,say buffett publicly say secretary pay high tax rate,taxes,hillary-clinton,the second presidential debate,"Cassidy said that ""only after news broke that our veterans are dying because of inadequate health care did Harry Reid and Senate Democrats take action. ""Democrats tried to pass an expansive veterans bill that included funding for the same 27 new clinics that Cassidy and the House passed last December. The bill was blocked by Senate Republicans, who were concerned about its funding and its scope. They also wanted to include sanctions against Iran.",Presidential candidate,democrat,40.0,29.0,69.0,76.0,7.0,0,0,0,10,0
1663,1438.json,mostly-true,A majority of Americans still oppose this health care bill.,a majority of americans still oppose this health care bill,majority americans still oppose health care bill,<generator object tweet_to_words at 0x000000416D3AA4A0>,majority american still oppose health care bill,health-care,john-boehner,a live-blog post during the State of the Union address,"But none quoted Perry threatening to push for secession, though critics and comedians framed his words in that way. That is not the same as his saying giddyap, I want to leave. Perry didnt call for secession then and hasnt since.",Speaker of the House of Representatives,republican,13.0,22.0,11.0,4.0,2.0,0,1,1,6,0
1671,9424.json,false,"The Chamber of Commerce says new carbon regulations will kill 244,000 jobs a year and cost average families $1,200 a year.",the chamber of commerce says new carbon regulations will kill 244000 jobs a year and cost average families $1200 a year,chamber commerce says new carbon regulations kill 244000 jobs year cost average families $1200 year,<generator object tweet_to_words at 0x000000416D3AA820>,chamber commerce say new carbon regulation kill job year cost average family year,"climate-change,economy,environment,market-regulation",ed-gillespie,a TV interview.,"ActionAid UK said that Malawi has 300 doctors to treat 16 million people. A current estimate puts that figure closer to 600. And as experts note, the statistic overlooks the clinical officers and medical assistant who play at least as important a role as physicians, especially in Malawis rural areas. That said, relative to the size of the population, Malawi suffers from a critical shortage of health care workers -- of any sort. The numbers ActionAid offered might not be perfect. But the broader point the group is making is largely accurate.",Republican strategist,republican,2.0,3.0,2.0,2.0,1.0,0,1,1,14,1
1772,1299.json,half-true,"Health care reform ""requires the use of federal dollars to fund abortions through the government-run health plan.""",health care reform requires the use of federal dollars to fund abortions through the government-run health plan,health care reform requires use federal dollars fund abortions government-run health plan,<generator object tweet_to_words at 0x000000416D3A0510>,health care reform require use federal dollar fund aboion governmentrun health plan,"abortion,health-care",house-republicans,a news release,"Clearly, he intends that as a statement of causation. But the analysis of Kravitz and Burman rebuts that. The actual effect of capital gains tax rates remains a hotly contested issue.",0,republican,0.0,3.0,4.0,0.0,1.0,1,0,1,11,0
1804,5683.json,true,Says Barack Obama has played over 90 rounds of golf as president.,says barack obama has played over 90 rounds of golf as president,says barack obama played 90 rounds golf president,<generator object tweet_to_words at 0x000000416D966350>,say barack obama play round golf president,"economy,poverty,recreation",david-dewhurst,an online video ad.,"He voted with his party 90 percent, but voted with Pelosi only 78. 4 percent, which is significantly lower. Still, there is support for Hurts underlying point that Perriello votes with his party much of the time.",Lieutenant governor,republican,8.0,8.0,10.0,5.0,5.0,0,0,0,8,0
1821,2692.json,barely-true,When Obama took office the economy of the United States was actually shrinking for the first time in about 70 years.,when obama took office the economy of the united states was actually shrinking for the first time in about 70 years,obama took office economy united states actually shrinking first time 70 years,<generator object tweet_to_words at 0x000000416D966AC0>,obama take office economy united state actually shrink first time year,"economy,history,abc-news-week",tim-kaine,"an interview on ""This Week.""","Other areas, though, are serviced by FirstEnergy Corp. s Ohio Edison and AEP Ohios Columbus Southern Power Co.  and Ohio Power Co.    First Energy has ownership stakes in two nuclear power plants in Ohio and a third in Pennsylvania. AEP Ohio has two plants in Ohio that burn natural gas to generate power and a hydro-electric plant on the Ohio River. Still, all power generating plants actually located within the district are coal-fired.",U.S. Senator,democrat,8.0,3.0,15.0,15.0,0.0,0,0,0,12,1
1910,759.json,half-true,"Under Barack Obama's plan, the government would spend $1-trillion more.",under barack obamas plan the government would spend $1-trillion more,barack obamas plan government would spend $1-trillion,<generator object tweet_to_words at 0x000000416D961270>,barack obamas plan government spend,federal-budget,republican-national-committee-republican,a TV ad,"Crump said 99 percent of the time police officers arent charged when they kill a young person of color. But there is no hard data for either the number of police officers indicted for homicide of a person of color or for the total number of people killed by police, so we cannot say with certainty whether this happens 99 percent of the time.",0,republican,6.0,6.0,11.0,5.0,2.0,0,0,0,7,0
1927,13185.json,half-true,"Says that during President Barack Obamas tenure, the United States has created 15 million new jobs.",says that during president barack obamas tenure the united states has created 15 million new jobs,says president barack obamas tenure united states created 15 million new jobs,<generator object tweet_to_words at 0x000000416D9619E0>,say president barack obamas tenure unite state create new job,"economy,history,jobs,labor,stimulus,workers",tim-kaine,the 2016 Vice Presidential debate,"That's not a cut; his veto maintained the status quo. Still, the governors veto failed to enact a higher tax rate, meaning a lower rate applies. To some, thats break enough.",U.S. Senator,democrat,8.0,3.0,15.0,15.0,0.0,0,0,0,12,0
1930,1588.json,pants-fire,"A government panel that didn't include cancer specialists says women shouldn't receive mammograms until age 50...If government takes over health care, recommendations like these could become the law for all kinds of diseases.",a government panel that didnt include cancer specialists says women shouldnt receive mammograms until age 50if government takes over health care recommendations like these could become the law for all kinds of diseases,government panel didnt include cancer specialists says women shouldnt receive mammograms age 50if government takes health care recommendations like could become law kinds diseases,<generator object tweet_to_words at 0x000000416D961B30>,government panel do include cancer specialist say woman receive mammogram age government take health care recommendation like become law kind disease,"health-care,women",americans-prosperity,a TV ad,"NextGen Climate Action Committee says Cuccinelli wants to ""eliminate all forms of birth control. ""The group cites an editorial that said personhood legislation Cuccinelli supported could have fostered legal challenges to types of contraception that prevent the implantation of fertilized eggs. But the editorial made no assertion Cuccinelli wants to ban all birth control devices. Cuccinelli has repeatedly said he has no interest in restricting contraception, which generally works by preventing ovulation or the fertilization of a human egg.",0,none,6.0,7.0,2.0,1.0,2.0,2,1,3,21,1
1938,6936.json,pants-fire,Says Barack Obama began his presidency with an apology tour.,says barack obama began his presidency with an apology tour,says barack obama began presidency apology tour,<generator object tweet_to_words at 0x000000416D961EB0>,say barack obama begin presidency apology tour,"debates,foreign-policy",mitt-romney,the second presidential debate,"Nugent said a man squatting behind five heads had been set free by President Barack Obama to secure the freedom of an American soldier. The photo first appeared in mid March, two months before the prisoner swap. Nugent had plenty of opportunity to learn that the photo was not of one of the five released prisoners. He posted it two days after the connection to the Guantanamo detainees had been debunked.",Former governor,republican,34.0,32.0,58.0,33.0,19.0,0,0,0,7,1
1966,5549.json,barely-true,"Because of the new health care law, 17 million kids can no longer be denied for a pre-existing condition.",because of the new health care law 17 million kids can no longer be denied for a pre-existing condition,new health care law 17 million kids longer denied pre-existing condition,<generator object tweet_to_words at 0x000000416D995B30>,new health care law kid long deny preexist condition,"health-care,job-accomplishments,message-machine-2012",barack-obama,"the campaign film ""The Road We've Traveled""","The big spending is on payments for health services, and Congress sets payment rates through legislation. Fee-for-service gives a strong incentive for the use of more services, and more complex services, which increases total program spending. ""Our rating    Baldwin said Thompson ran Medicare ""into the ground"" during his four years as health and human services secretary, citing the fact that its key trust fund moved nine years closer to insolvency. But Medicares financial health is determined more by presidents, members of Congress, health care costs and other factors -- over a period of decades -- than by the limited role of the HHS secretary.",President,democrat,70.0,71.0,160.0,163.0,9.0,0,1,1,10,1
1973,12971.json,false,Says Hillary Clinton wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than theyre paying now.,says hillary clinton wants to raise taxes on african-american owned businesses to as much as nearly 50 percent more than theyre paying now,says hillary clinton wants raise taxes african-american owned businesses much nearly 50 percent theyre paying,<generator object tweet_to_words at 0x000000416D995E40>,say clinton want raise taxis africanamerican own business much nearly percent re pay,"small-business,taxes",donald-trump,"a speech in Manchester, N.H.","Taxes on capital gains and dividends are lower because corporate profits already are taxed at 35 percent by federal law. Some critics say any tax on individuals for capital gains and dividends amounts to double taxations that hurts the economy. Buffett's employees may end up paying at a higher tax rate because standard, earned income, which is the bulk of their income, is taxed at progressively higher brackets up to 35 percent. Edwards borrowed the Buffett moment at the Clinton event to bolster his argument that the capital gains tax rate is too low.",President-Elect,republican,63.0,114.0,51.0,37.0,61.0,0,0,0,15,1
1993,1297.json,pants-fire,"Page 92 of the House health care bill ""says specifically that people can't purchase private health insurance after a date certain.""",page 92 of the house health care bill says specifically that people cant purchase private health insurance after a date certain,page 92 house health care bill says specifically people cant purchase private health insurance date certain,<generator object tweet_to_words at 0x000000416D986740>,page house health care bill say specifically people purchase private health insurance date ceain,health-care,michele-bachmann,an interview on Sean Hannity's show on the Fox News Channel.,"What is clear, is Walker's alternative to the Obamacare Medicaid expansion comes at a cost to state taxpayers of $119 million in 2013-2015 alone -- which is the criticism Rhoades was trying to refute. But the criticism focused on the impact on state government by not taking the Obamacare offer -- $119 million just in the next two years, a figure Rhoades doesn't dispute.",Congresswoman,republican,8.0,22.0,6.0,4.0,16.0,0,0,0,16,1
2010,11280.json,false,Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students.,says scott walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students,says scott walker rejected legislation make college loan payments tax deductible result raise taxes students,<generator object tweet_to_words at 0x000000416D986EB0>,say scott walker reject legislation make college loan payment tax deductible result raise taxis student,"debt,education,federal-budget,taxes",hillary-clinton,a speech,"Using the numbers available at the time -- which subsequently have been revised to be more favorable to the president -- and starting the count in January 2009, the ad is correct about the 1,500 jobs lost per day.",Presidential candidate,democrat,40.0,29.0,69.0,76.0,7.0,0,1,1,14,1
2028,10256.json,mostly-true,"On immigration, what reports say President Barack Obama plans to do is roughly on the same scale as what President George H.W. Bush did.",on immigration what reports say president barack obama plans to do is roughly on the same scale as what president george hw bush did,immigration reports say president barack obama plans roughly scale president george hw bush,<generator object tweet_to_words at 0x000000416D9796D0>,immigration repos say president barack obama plan roughly scale president george bush,immigration,rachel-maddow,"a broadcast of MSNBC's ""The Rachel Maddow Show""",Certainly there are folks there from far and wide.,MSNBC host,none,6.0,6.0,4.0,6.0,1.0,0,0,0,13,0
2036,4542.json,true,"A family of four can make up to $88,000 a year and still get a subsidy for health insurance under the new federal health care law.",a family of four can make up to $88000 a year and still get a subsidy for health insurance under the new federal health care law,family four make $88000 year still get subsidy health insurance new federal health care law,<generator object tweet_to_words at 0x000000416D979A50>,family make year still get subsidy health insurance new federal health care law,health-care,helen-glover,a radio talk show,"Our rating    Ryan said four times as many people gave up working in August 2012 than found a job. Hes highlighting a couple of figures from the Labor Departments monthly report, and notes that one figure is four times as high as the other. What he doesnt say, of course, is that both figures are estimates and subject to revision. And he doesnt account for another key factor: Baby Boomers are retiring.","talk show host, WHJJ",talk-show-host,1.0,1.0,0.0,0.0,0.0,0,0,0,15,0
2044,11755.json,barely-true,"Says Bernie Sanders health care plan would empower Republicangovernors to take away Medicaid,to take away health insurance for low-income and middle-income working Americans.",says bernie sanders health care plan would empower republicangovernors to take away medicaidto take away health insurance for low-income and middle-income working americans,says bernie sanders health care plan would empower republicangovernors take away medicaidto take away health insurance low-income middle-income working americans,<generator object tweet_to_words at 0x000000416D979DD0>,say bernie sander health care plan empower take away medicaidto take away health insurance lowincome middleincome working american,health-care,chelsea-clinton,a campaign event for Hillary Clinton,"This time, though, he allowed small but significant changes to creep in and weaken its accuracy. If we use the public debt figure and put the word ""almost"" where the Romney campaign says it should be, ""almost"" might apply to one of three comparisons -- one in which the debt is about four-fifths of the way to equalling totals under previous presidents.",0,democrat,1.0,0.0,1.0,0.0,0.0,1,0,1,19,1
2068,5957.json,false,Millions could lose their health care coverage and be forced into a government pool under the new health care law.,millions could lose their health care coverage and be forced into a government pool under the new health care law,millions could lose health care coverage forced government pool new health care law,<generator object tweet_to_words at 0x000000416D980890>,million lose health care coverage force government pool new health care law,health-care,crossroads-gps,a television ad,"Wisniewski said in a memo that Christie ""remains the only Governor since World War II, among both Democrats and Republicans, who failed to have his party win control of at least one legislative body over the course of his term. ""But that comparison is not valid. Christie has been in office for less than two years and we found two other governors since World War II whose parties had not won control of a legislative body at the same point in their terms.",Conservative advocacy group,republican,9.0,1.0,4.0,1.0,2.0,0,1,1,12,1
2071,4592.json,barely-true,"Our unemployment rate has been higher than 8 percent for more than two-and-a-half years, far above what the Obama Administration promised with the stimulus.",our unemployment rate has been higher than 8 percent for more than two-and-a-half years far above what the obama administration promised with the stimulus,unemployment rate higher 8 percent two-and-a-half years far obama administration promised stimulus,<generator object tweet_to_words at 0x000000416D9809E0>,unemployment rate high percent twoandahalf year far obama administration promise stimulus,"economy,jobs,stimulus",john-boehner,a news release,"Residents in the West End, which pays off-duty police officers for extra security, and in the neighborhood surrounding Booker T.  Washington High School, which does not, feel their streets are safer, though larcenies, car theft and prostitution persist in some areas. ""I feel much better about what we see,"" said Bill Cannon, head of the Booker T.  Washington Community Association and Neighborhood Watch. As Turner said, ""strictly by the numbers"" crime is down in Atlanta.",Speaker of the House of Representatives,republican,13.0,22.0,11.0,4.0,2.0,1,0,1,11,1
2092,2586.json,mostly-true,(Strickland) raised taxes last year to the tune of $840 million.,(strickland) raised taxes last year to the tune of $840 million,(strickland) raised taxes last year tune $840 million,<generator object tweet_to_words at 0x000000416D98A350>,strickland raise taxis last year tune,taxes,john-kasich,a news conference,"Social media memes say that Clintons top 10 donors are mainly ""banks, corporations and media,"" while Bernie Sanders top 10 donors are labor unions. This contention fits quite closely with campaign data from the Center for Responsive Politics. However, its worth noting that this data refers to cumulative donations as far back as the 1980s, rather than just donations to their current presidential bids.","Governor of Ohio as of Jan. 10, 2011",republican,9.0,8.0,10.0,18.0,3.0,0,0,0,8,0
2141,2607.json,false,The new health care law crushes small businesses with billions in penalties.,the new health care law crushes small businesses with billions in penalties,new health care law crushes small businesses billions penalties,<generator object tweet_to_words at 0x000000416D988900>,new health care law crush small business billion penalty,"health-care,message-machine,small-business",us-chamber-commerce,a campaign ad,"The New Hampshire AFL-CIO stated that Gov. Hassan is the only female governor in the country. While Hassan is the only Democratic governor, shes one of five women holding governorships around the country. While thats still far from being representative of the gender balance in the country, Hassan isnt the only female governor.",0,none,6.0,3.0,3.0,1.0,1.0,0,0,0,9,1
2189,13308.json,barely-true,Says Hillary Clintons plan is going to raise taxes and even double your taxes.,says hillary clintons plan is going to raise taxes and even double your taxes,says hillary clintons plan going raise taxes even double taxes,<generator object tweet_to_words at 0x000000416D983E40>,say hillary clinton plan go raise taxis even double taxis,"economy,income,taxes",donald-trump,the third 2016 presidential debate,"Clark, who took the job about 3 1/2 months ago, said some city workers told him they hadn't received raises in eight years. In a subsequent interview with PolitiFact Georgia, Clark said the workers may have been comparing the 2. 6 percent cost-of-living increase to what he said had been 3. 5 percent salary increases in prior years. ""It's a teachable moment,"" Clark told PolitiFact Georgia. ""I stand clarified or corrected.",President-Elect,republican,63.0,114.0,51.0,37.0,61.0,0,0,0,10,1
2217,8476.json,false,FACT: Nothing in #Obamacare forces people out of their health plans.,fact nothing in #obamacare forces people out of their health plans,fact nothing obamacare forces people health plans,<generator object tweet_to_words at 0x000000416D96DAC0>,fact force people health plan,health-care,valerie-jarrett,a tweet,"""Sweeping statements about the cost-saving potential of prevention . . . are overreaching,"" according to the paper. ""Studies have concluded that preventing illness can in some cases save money but in other cases can add to health care costs. ""And a study conducted by researchers from the American Diabetes Association, American Heart Association and the American Cancer Society concluded that, while interventions to prevent cardiovascular disease would prevent many strokes and deaths, ""as they are currently delivered, most of the prevention activities will substantially increase costs. ""So, the consensus is that, while preventive care will almost certainly save lives, it won't reduce government spending on health care.",senior adviser to President Barack Obama,democrat,1.0,1.0,0.0,0.0,0.0,0,0,0,7,1
2267,12418.json,true,"When I was secretary of state, I had a very high approval rating.",when i was secretary of state i had a very high approval rating,secretary state high approval rating,<generator object tweet_to_words at 0x0000004169BBD120>,secretary state high approval rating,"candidates-biography,foreign-policy,polls",hillary-clinton,"an interview on ""Meet the Press""","Van Hollen told the Senate committee his department had identified 22,000 IP addresses in the state that had downloaded child porn. That went beyond his Department of Justices report, which characterized the number as ""attempting"" to download images that were ""known or suspected to be"" child pornography. But judges have signed off on the methodology, and at least two other Midwestern states appear to have found even larger numbers of computer addresses involved in child porn.",Presidential candidate,democrat,40.0,29.0,69.0,76.0,7.0,1,0,1,4,0
2269,6506.json,false,Says House Republicans spent $50 million on 33 votes to repeal Obamacare.,says house republicans spent $50 million on 33 votes to repeal obamacare,says house republicans spent $50 million 33 votes repeal obamacare,<generator object tweet_to_words at 0x0000004169BBD200>,say house republican spend vote repeal obamacare,"government-efficiency,health-care",betty-sutton,a campaign email,"""This email has been widely circulated, but there is no such ACLU lawsuit of this kind pending, nor do we intend to file one,"" spokeswoman Molly Kaplan told us via email. ""The ACLU vigorously defends the rights of all Americans to practice their faith, and the rights of chaplains to serve our armed forces. Military chaplains are certainly allowed to practice their specific faith when conducting specifically sectarian ceremonies and to serve in non-denominational roles when ministering to service members at-large, according to their training.",U.S. representative from Ohio's 13th District,democrat,0.0,2.0,1.0,2.0,1.0,0,0,0,10,1
2329,6211.json,true,"Were spending $12,000 bucks a kid a year in the school system.",were spending $12000 bucks a kid a year in the school system,spending $12000 bucks kid year school system,<generator object tweet_to_words at 0x0000004169BBFC80>,spend buck kid year school system,"education,taxes",don-mcintire,a radio show,"She meant to say only 2 percent offer those classes daily. In this case, Dooleys overall thrust of her statement is correct.",0,newsmaker,0.0,0.0,0.0,0.0,0.0,0,0,0,7,0
2345,6185.json,true,"Says the federal health care law upheld by the Supreme Court has improved or saved the lives of more than 4,000 Texans otherwise prevented from obtaining health coverage due to pre-existing conditions.",says the federal health care law upheld by the supreme court has improved or saved the lives of more than 4000 texans otherwise prevented from obtaining health coverage due to pre-existing conditions,says federal health care law upheld supreme court improved saved lives 4000 texans otherwise prevented obtaining health coverage due pre-existing conditions,<generator object tweet_to_words at 0x0000004169BA43C0>,say federal health care law uphold supreme cou improve save life texan otherwise prevent obtain health coverage due preexist condition,health-care,becky-moeller,a statement reacting to the Supreme Court decision upholding the law.,"Clinton said, ""you can look at the propaganda on a lot of the terrorists' sites and what Donald Trump saysabout Muslims is used to recruit fighters. ""An East African affiliate of the al-Qaida terrorist group has used a video clip of Trump in one of its videos, telling ""Muslims of the West"" that they are not welcome in countries like the United States and urging them to join the terrorist group, according to multiple news reports. While its difficult to determine how effective the videos are, at least one has featured Trumps words.","president, Texas AFL-CIO",democrat,0.0,0.0,0.0,0.0,0.0,3,0,3,18,0
2370,3422.json,false,Says the states budget shortfall is not that much different than it was in 2003.,says the states budget shortfall is not that much different than it was in 2003,says states budget shortfall much different 2003,<generator object tweet_to_words at 0x0000004169BA4EB0>,say state budget shofall much different,"state-budget,taxes",rick-perry,a comment to reporters.,Click on over to OregonLive/politics. com and leave your comments. (This fact-check has been edited. An earlier version mischaracterized one of Anthony Johnson's arguments regarding driving and recreational marijuana.,Governor,republican,30.0,30.0,42.0,23.0,18.0,0,0,0,7,1
2374,12688.json,mostly-true,Says middle-class New York State residents will have the lowest tax rate in 70 years.,says middle-class new york state residents will have the lowest tax rate in 70 years,says middle-class new york state residents lowest tax rate 70 years,<generator object tweet_to_words at 0x0000004169B8B0B0>,say middleclass new york state resident low tax rate year,taxes,andrew-cuomo,a press conference and several other recent public appearances.,"""It was a good, comprehensive figure that really showed the depth of our manufacturing crisis in this country and the simple fact that we are losing so many factories and so many jobs every single day over a long period of time,"" DeAngelo said. Its worth noting that manufacturing is just one segment of the economy, and that other sectors are adding jobs. For example, the Bureau of Labor statistics employment situation summary for September 2011 showed gains in the health care and professional and business services sectors. Still, a BLS publication called Monthly Labor Review found that manufacturing was one of the hardest hit employment sectors during the last recession, with losses concentrated in the transportation equipment, fabricated metal, machinery, wood product and furniture industries.",Governor,democrat,1.0,0.0,0.0,1.0,0.0,0,0,0,11,0
2394,750.json,half-true,"Under Obama's tax plan, ""95 percent of you will get a tax cut.""",under obamas tax plan 95 percent of you will get a tax cut,obamas tax plan 95 percent get tax cut,<generator object tweet_to_words at 0x0000004169B8B970>,obamas tax plan percent get tax cut,taxes,barack-obama,"Oxford, Miss.","Gwinnett officials say the average daily use was 87. 4 million gallons in 2006 and 71. 3 million gallons a day in 2009. In 2010, the average daily use was 74. 7 million gallons a day. That is a 14. 3 percent decline. Since the 14 percent reduction is pretty close to 18 percent, we dont consider the error to be that egregious.",President,democrat,70.0,71.0,160.0,163.0,9.0,0,0,0,8,0
2407,4735.json,false,"Says that under his tax plan, no matter where you are in the stratosphere, youre going to be getting a tax cut.",says that under his tax plan no matter where you are in the stratosphere youre going to be getting a tax cut,says tax plan matter stratosphere youre going getting tax cut,<generator object tweet_to_words at 0x0000004169B8BF20>,say tax plan matter stratosphere re go get tax cut,taxes,rick-perry,an interview.,"So Obama's statement at the debate glosses over a few important details about who would get tax cuts under his plan. If you're talking about everyone, it's 81 percent. If you're talking about working families, it's 95 percent. The difference between 81 percent and 95 percent is not insignificant.",Governor,republican,30.0,30.0,42.0,23.0,18.0,0,0,0,10,1
2413,4771.json,barely-true,The federal limousine fleet has increased by 42 percent since Barack Obama took office.,the federal limousine fleet has increased by 42 percent since barack obama took office,federal limousine fleet increased 42 percent since barack obama took office,<generator object tweet_to_words at 0x0000004169BAF200>,federal limousine fleet increase percent barack obama take office,"deficit,federal-budget",mark-neumann,a radio interview,"1 state in the country for automobile accident fraud. Still, those figures only represent likely or potential fraud, not confirmed cases of fraud.",Developer and homebuilder,republican,2.0,4.0,1.0,2.0,1.0,0,0,0,11,1
